draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
346,231.4,-59.4,3.64,16.0,20.0,13.1,16.7,E-W,19.7,36.2,13.0,17.8,188.5,18.2,72.6,13.9,19.0,0,,0,27.89,11.22
347,219.8,-58.9,3.71,20.0,16.0,14.0,18.0,N-S,18.8,37.7,13.8,16.4,188.3,18.5,63.0,13.7,18.4,0,,0,20.62,2.6
348,218.5,-56.1,3.52,20.0,16.0,16.7,19.8,E-W,20.2,39.4,12.9,16.4,183.5,17.2,65.9,10.9,19.8,0,,0,24.14,4.36
349,216.7,-56.5,2.8,16.0,20.0,13.2,17.0,N-S,20.6,38.7,13.9,17.6,188.3,16.6,62.5,11.4,17.4,0,,0,19.45,2.42
350,221.1,-58.0,2.64,20.0,16.0,12.6,16.6,E-W,20.4,35.4,12.3,16.7,184.2,19.9,71.8,13.4,19.8,0,,0,21.09,4.46
351,221.6,-60.4,2.51,20.0,16.0,11.5,15.5,E-W,20.1,36.4,14.0,16.6,188.0,19.1,78.1,12.1,20.1,0,,0,21.56,6.1
352,219.3,-57.5,3.78,20.0,16.0,13.2,16.8,N-S,21.2,38.3,14.4,19.2,185.9,19.9,76.8,11.8,19.9,0,,0,22.5,5.73
353,223.5,-60.5,2.97,20.0,16.0,9.7,14.2,N-S,20.7,37.1,12.2,18.5,187.0,18.2,76.9,11.7,19.4,0,,0,21.09,6.93
354,224.8,-58.1,2.7,20.0,16.0,14.1,18.0,N-S,19.9,36.3,14.6,18.7,184.8,18.1,71.8,13.6,19.6,0,,0,30.94,12.95
355,230.9,-57.3,3.52,16.0,20.0,11.4,15.8,E-W,18.7,39.2,13.7,18.0,187.9,18.1,77.5,13.9,20.2,0,,0,32.11,16.29
356,228.2,-60.2,3.74,16.0,20.0,12.6,16.2,E-W,21.9,36.8,12.7,16.4,185.2,17.0,74.4,12.3,17.8,0,,0,25.31,9.15
357,212.4,-57.3,2.65,16.0,20.0,15.5,19.6,N-S,20.1,36.9,13.2,16.7,186.4,17.1,72.5,12.3,19.0,0,,1,18.52,-1.07
